Veh_ID depot_x depot_y capacity
1 50 50 70
2 50 50 70
3 50 50 70
4 50 50 70
5 50 50 70
6 50 50 70
7 50 50 70
8 50 50 70
9 50 50 70
10 50 50 70
11 50 50 70
12 50 50 70
13 50 50 70
14 50 50 70
15 50 50 70
16 50 50 70
17 50 50 70
18 50 50 70
19 50 50 70
20 50 50 70
21 50 50 70
22 50 50 70
23 50 50 70
24 50 50 70
25 50 50 70
26 50 50 70
27 50 50 70
28 50 50 70
29 50 50 70
30 50 50 70
31 50 50 70
32 50 50 70
33 50 50 70
34 50 50 70
35 50 50 70
36 50 50 70
37 50 50 70
38 50 50 70
39 50 50 70
40 50 50 70
41 50 50 70
42 50 50 70
43 50 50 70
44 50 50 70
45 50 50 70
46 50 50 70
47 50 50 70
48 50 50 70
49 50 50 70
