Veh_ID depot_x depot_y capacity
1 50 50 70
2 50 50 70
3 50 50 40
4 50 50 70
5 50 50 70
6 50 50 40
7 50 50 40
8 50 50 70
9 50 50 70
10 50 50 50
11 50 50 50
12 50 50 50
13 50 50 50
14 50 50 50
15 50 50 40
16 50 50 40
17 50 50 40
18 50 50 40
19 50 50 50
20 50 50 40
21 50 50 70
22 50 50 50
23 50 50 70
24 50 50 40
25 50 50 70
26 50 50 70
27 50 50 70
28 50 50 50
29 50 50 40
30 50 50 40
31 50 50 70
32 50 50 70
33 50 50 50
34 50 50 70
35 50 50 50
36 50 50 50
37 50 50 50
38 50 50 40
39 50 50 40
40 50 50 50
41 50 50 50
42 50 50 50
43 50 50 50
44 50 50 70
45 50 50 50
46 50 50 40
47 50 50 70
48 50 50 70
49 50 50 40
50 50 50 40
51 50 50 70
52 50 50 50
53 50 50 40
54 50 50 40
55 50 50 70
56 50 50 40
57 50 50 40
58 50 50 50
